source,destination,w,n_obs
11-9013,41-1011,35825.022,12
11-9013,41-1012,20097.937599999997,9
11-9013,41-2031,24480.046,11
11-9013,41-3011,5043.1853,1
11-9013,41-3021,1689.1483,1
11-9013,41-3031,3929.6421,1
11-9013,41-3091,6959.7643,2
11-9013,41-9099,6050.5623,1
11-9013,43-1011,3612.5022999999997,2
11-9013,43-3021,3772.9081,1
11-9013,43-3031,17649.5658,14
11-9013,43-3099,4614.6428,1
11-9013,43-4051,1291.3921,2
11-9013,43-4071,5693.4351,2
11-9013,43-4081,5555.3785,1
11-9013,43-4131,442.5167,1
11-9013,43-4161,4068.6423,1
11-9013,43-4171,4987.871499999999,2
11-9013,43-4199,2145.8128,1
11-9013,43-5021,3617.974,1
11-9013,43-5052,2741.3214,1
11-9013,43-5071,1037.7039,1
11-9013,43-9021,3749.0666,1
11-9013,43-9061,5982.5947,3
11-9013,43-9199,4090.5082,2
11-9013,45-1011,20282.8343,7
11-9013,45-2041,10774.930400000001,2
11-9013,45-4011,437.9668,1
11-9013,47-1011,10133.5697,3
11-9013,47-2061,8224.7532,5
11-9013,47-2073,15895.5926,5
11-9013,47-2111,1557.4044,1
11-9013,47-2211,9674.444,2
11-9013,47-4051,4868.686,1
11-9013,49-2011,7607.2503,3
11-9013,49-3023,7138.175499999999,2
11-9013,49-9071,11099.9697,4
11-9013,51-1011,3441.3076,1
11-9013,51-4199,415.9908,1
11-9013,51-7021,2706.0459,1
11-9013,51-7041,3254.4953,1
11-9013,51-8021,382.3555,1
11-9013,51-9061,4324.3425,2
11-9013,51-9111,1092.1134,1
11-9013,51-9191,6613.1382,1
11-9013,53-6031,2973.011,1
11-9013,53-7041,4732.7248,2
11-9013,53-7051,8342.9697,2
11-9013,53-7062,9797.2029,6
11-9013,53-7063,499.1038,1
11-9013,53-7064,9518.7474,3
11-9013,53-7065,13660.983,3
11-9013,53-7199,3189.7133,1
11-9021,11-1011,43937.5941,15
11-9021,11-1021,56094.6475,15
11-9021,11-3021,8073.313,3
11-9021,11-3031,13273.0343,3
11-9021,11-3071,1929.6254,1
11-9021,11-3131,9282.5859,2
11-9021,11-9013,6413.8271,3
11-9021,11-9041,3756.6222,2
11-9021,11-9051,12376.078300000001,4
11-9021,11-9141,27915.522100000002,6
11-9021,11-9151,656.6935,1
11-9021,13-1041,4811.8703,1
11-9021,13-1051,44443.2594,10
11-9021,13-1081,6879.6361,2
11-9021,13-1111,28008.454599999997,7
11-9021,13-1199,6215.3374,2
11-9021,13-2011,9244.770499999999,2
11-9021,15-1211,4764.7514,1
11-9021,15-1212,1165.0618,1
11-9021,15-1242,4717.8977,1
11-9021,15-1253,2054.2225,2
11-9021,15-1254,5404.1277,1
11-9021,17-2011,3522.5548,1
11-9021,17-2051,17151.3046,8
11-9021,17-2141,10568.4608,2
11-9021,17-2171,5868.7239,2
11-9021,17-2199,9790.4104,2
11-9021,19-2099,4018.8417,1
11-9021,19-3051,10181.057,2
11-9021,21-1093,1561.2257,1
11-9021,21-2011,6021.3493,1
11-9021,23-1011,4738.5005,1
11-9021,27-3031,6415.5353,1
11-9021,27-3042,4933.0141,1
11-9021,29-1127,335.4271,1
11-9021,29-1141,13209.9788,2
11-9021,31-9011,6618.63,1
11-9021,31-9091,4131.3146,1
11-9021,33-1011,846.6449,1
11-9021,33-3051,9598.8741,2
11-9021,33-9093,609.402,1
11-9021,35-1011,7603.9741,1
11-9021,35-1012,1777.4405,1
11-9021,35-3011,2451.5278,1
11-9021,35-3031,9748.601200000001,2
11-9021,35-9011,4762.3994,1
11-9021,37-1011,5031.285,1
11-9021,37-1012,16797.2852,3
11-9021,37-2012,4291.1464,1
11-9021,39-2021,3780.1988,1
11-9021,39-5011,6403.8263,1
11-9021,39-5012,3931.6643,1
11-9021,39-9011,1408.8986,2
11-9021,41-1011,40155.426999999996,9
11-9021,41-1012,30988.5671,7
11-9021,41-2031,53743.9337,14
11-9021,41-3021,6150.241,1
11-9021,41-3091,6887.8505000000005,2
11-9021,41-9031,4745.7248,1
11-9021,41-9099,5497.4425,1
11-9021,43-1011,20679.6802,6
11-9021,43-3011,3569.9906,1
11-9021,43-3031,2483.6142,1
11-9021,43-4031,6501.2964,1
11-9021,43-4051,14568.3079,6
11-9021,43-4071,5124.8274,1
11-9021,43-4131,2009.6926,1
11-9021,43-4151,4175.5287,1
11-9021,43-4161,3316.4423,1
11-9021,43-4171,15282.6361,3
11-9021,43-5021,19898.5769,4
11-9021,43-5111,893.0189,1
11-9021,43-9021,2688.4705,1
11-9021,43-9061,7566.251,2
11-9021,43-9199,12858.846300000001,4
11-9021,47-1011,295821.4721,87
11-9021,47-2031,174850.8344,52
11-9021,47-2061,326641.3709,91
11-9021,47-2073,14029.709900000002,4
11-9021,47-2111,15514.5815,7
11-9021,47-2141,40548.2242,11
11-9021,47-2181,10198.9681,3
11-9021,47-2211,9166.6613,3
11-9021,47-4011,7886.9798,3
11-9021,47-4051,5277.1062,1
11-9021,47-5023,4148.2316,1
11-9021,49-1011,11271.4946,4
11-9021,49-3023,14226.1354,3
11-9021,49-3031,1940.0731,1
11-9021,49-9021,23107.7157,6
11-9021,49-9052,3632.544,1
11-9021,49-9071,26073.578,8
11-9021,51-1011,11566.3527,3
11-9021,51-4041,1408.2546,1
11-9021,51-4199,8337.6975,2
11-9021,51-6021,4610.6606,1
11-9021,51-7011,7460.7795,1
11-9021,51-9061,23401.3615,5
11-9021,53-3099,5557.6611,1
11-9021,53-6051,4879.7718,1
11-9021,53-7051,9077.3526,3
11-9021,53-7062,27673.1748,9
11-9021,53-7064,5310.1094,1
11-9021,53-7065,4379.947999999999,2
11-9041,11-1011,6444.4925,2
11-9041,11-1021,13676.3966,3
11-9041,11-3021,29691.8083,8
11-9041,11-3031,7839.6879,2
11-9041,11-9021,7252.2353,2
11-9041,11-9141,6171.2554,2
11-9041,13-1111,3630.3658,2
11-9041,13-2011,3408.1164,1
11-9041,15-1212,4109.2598,1
11-9041,15-1242,2176.886,1
11-9041,15-1253,4994.8752,1
11-9041,17-2011,33070.7337,8
11-9041,17-2041,1767.3759,1
11-9041,17-2051,12624.6698,4
11-9041,17-2061,4102.226,1
11-9041,17-2081,3865.4439,1
11-9041,17-2121,5020.5279,1
11-9041,17-2141,44564.8068,11
11-9041,17-2199,46326.001000000004,12
11-9041,23-1011,4214.1829,1
11-9041,27-3043,431.6755,1
11-9041,29-1141,5253.4081,1
11-9041,37-1011,4690.9963,1
11-9041,41-1011,5342.337100000001,2
11-9041,41-9031,948.1218,1
11-9041,41-9091,4404.1484,1
11-9041,43-1011,4447.4175,1
11-9041,47-1011,4408.9164,1
11-9041,47-2061,4173.1795,1
11-9041,49-1011,4887.1735,1
11-9041,51-8021,2923.8721,1
11-9051,11-1011,12665.7678,5
11-9051,11-1021,120427.797,35
11-9051,11-3021,9560.4448,4
11-9051,11-3031,5706.1435,2
11-9051,11-3051,9362.7023,2
11-9051,11-3071,4469.2364,1
11-9051,11-3121,3932.2588,1
11-9051,11-9013,8938.447100000001,2
11-9051,11-9021,10146.4197,2
11-9051,11-9081,10396.8907,2
11-9051,11-9111,5328.4849,1
11-9051,11-9141,2389.5035,1
11-9051,11-9151,7471.9286,3
11-9051,13-1023,1191.6899,1
11-9051,13-1121,3689.9314,1
11-9051,13-1161,24951.458300000002,4
11-9051,13-1199,11376.751499999998,4
11-9051,13-2011,5512.0169,1
11-9051,15-1244,4656.3404,1
11-9051,15-1251,6013.159,2
11-9051,15-1253,12760.3558,3
11-9051,17-2199,3973.7053,2
11-9051,21-1092,10624.4367,2
11-9051,23-1011,689.8938,1
11-9051,23-2011,4364.9468,1
11-9051,27-3031,4465.3894,1
11-9051,29-1123,1050.5669,1
11-9051,29-1129,2919.2627,1
11-9051,29-1141,1911.585,1
11-9051,29-1171,817.2285,1
11-9051,29-2061,13998.365,4
11-9051,31-1122,7834.6834,1
11-9051,31-9092,3941.1178,1
11-9051,33-1012,2883.5649,1
11-9051,33-2011,6038.3088,1
11-9051,33-3051,3512.4295,2
11-9051,33-9091,4454.4391,1
11-9051,35-1011,61009.4019,17
11-9051,35-1012,184548.5117,53
11-9051,35-2021,40430.7206,13
11-9051,35-3011,41657.3345,14
11-9051,35-3031,96785.7558,27
11-9051,35-3041,6760.156,2
11-9051,35-9011,11541.719099999998,4
11-9051,35-9031,8982.235,3
11-9051,37-2012,11789.625,4
11-9051,39-2021,363.9093,1
11-9051,39-5012,17363.188000000002,4
11-9051,39-9011,22455.9984,5
11-9051,41-1011,115244.3043,33
11-9051,41-1012,12079.512499999999,5
11-9051,41-2031,46459.4876,11
11-9051,41-3021,899.3817,1
11-9051,41-3041,4571.0675,1
11-9051,41-3091,5076.8397,1
11-9051,41-9099,9800.787900000001,3
11-9051,43-1011,4873.5581,1
11-9051,43-3021,8283.6276,1
11-9051,43-3031,7276.4361,2
11-9051,43-3051,4591.1511,1
11-9051,43-3071,4316.9355,1
11-9051,43-4051,52913.1214,14
11-9051,43-4151,1489.7516,1
11-9051,43-4161,487.9715,1
11-9051,43-4171,5362.6348,3
11-9051,43-4181,572.2601,1
11-9051,43-5021,21539.908,5
11-9051,43-5071,4583.2427,1
11-9051,43-9041,8859.5401,4
11-9051,43-9061,8251.3901,2
11-9051,43-9071,4323.2654,1
11-9051,43-9199,5529.2189,2
11-9051,47-2031,5139.8981,1
11-9051,47-2061,15379.043399999999,5
11-9051,47-2073,5430.9324,1
11-9051,47-2111,2696.6901,1
11-9051,47-2181,5030.4516,1
11-9051,47-4051,2564.1206,1
11-9051,49-1011,7536.780000000001,2
11-9051,49-2011,6489.6941,1
11-9051,49-3023,9207.480599999999,2
11-9051,49-9021,4914.943,2
11-9051,49-9051,2735.0479,1
11-9051,51-1011,2436.7111,1
11-9051,51-3011,12523.2225,4
11-9051,51-3092,1029.6352,1
11-9051,51-3093,3552.1055,1
11-9051,51-4041,2798.4378,1
11-9051,51-6011,3880.4663,1
11-9051,51-9061,2187.2876,1
11-9051,51-9111,1672.4373,1
11-9051,53-6021,5299.7177,1
11-9051,53-6031,6295.2446,1
11-9051,53-6051,4605.7401,1
11-9051,53-7051,8146.9686,1
11-9051,53-7061,4122.3711,1
11-9051,53-7062,31074.9201,9
11-9051,53-7064,8691.887200000001,2
11-9051,53-7065,53966.1963,12
11-9051,53-7081,4811.7935,1
11-9081,11-1011,913.8714,1
11-9081,11-1021,45830.8002,13
11-9081,11-3031,15363.3309,3
11-9081,11-3071,4698.6885,1
11-9081,11-9051,15209.712,4
11-9081,11-9111,7878.5235999999995,2
11-9081,11-9141,11556.622599999999,2
11-9081,11-9151,4762.3278,1
11-9081,13-1121,1064.7478,2
11-9081,13-2011,5238.6972,1
11-9081,13-2061,3318.8463,1
11-9081,15-1253,9073.4161,2
11-9081,27-4021,4154.1556,1
11-9081,31-1122,6806.6145,3
11-9081,31-9095,5298.6353,1
11-9081,35-1011,3795.9856,1
11-9081,35-1012,8892.195,2
11-9081,35-2021,810.0216,1
11-9081,35-3011,3898.9862,1
11-9081,35-3031,4693.3612,1
11-9081,35-9031,7391.857599999999,2
11-9081,37-1011,11016.2063,2
11-9081,37-2012,951.7258,2
11-9081,39-5012,3706.2214,1
11-9081,41-1011,9641.1118,2
11-9081,41-2031,5249.8754,1
11-9081,41-3041,4796.4602,1
11-9081,41-3091,3913.6873,1
11-9081,41-9099,6585.2562,1
11-9081,43-1011,2640.5721999999996,2
11-9081,43-3031,9005.0002,4
11-9081,43-4051,843.3101,1
11-9081,43-4081,9855.527100000001,3
11-9081,43-4171,5951.7519,1
11-9081,43-4181,4589.5321,1
11-9081,43-5021,6025.3274,1
11-9081,43-9021,6991.9051,1
11-9081,43-9061,1873.6812,1
11-9081,49-3011,5567.3769,1
11-9081,49-3023,1278.0513,1
11-9081,51-1011,5932.2706,1
11-9081,51-8021,6328.2453,1
11-9081,53-7061,3850.3387,1
11-9111,11-1011,28585.1555,9
11-9111,11-1021,43344.5426,14
11-9111,11-2011,1925.781,1
11-9111,11-3021,14247.7886,4
11-9111,11-3031,38439.3414,10
11-9111,11-3051,14246.3449,4
11-9111,11-3061,9444.8526,3
11-9111,11-3071,13517.247299999999,3
11-9111,11-3121,7315.919,4
11-9111,11-3131,3263.1541,1
11-9111,11-9021,15215.092400000001,3
11-9111,11-9041,2072.3958,1
11-9111,11-9051,15667.4439,4
11-9111,11-9081,16432.9239,5
11-9111,11-9121,853.8358,1
11-9111,11-9141,5125.7944,2
11-9111,11-9151,26110.9941,7
11-9111,11-9161,3717.1598,1
11-9111,13-1041,4122.7023,1
11-9111,13-1111,29299.2905,7
11-9111,13-1121,2321.6206,2
11-9111,13-1141,4701.8766,1
11-9111,13-1151,5051.6512999999995,2
11-9111,13-1161,3170.7128,1
11-9111,13-1199,8282.1048,4
11-9111,13-2011,36098.5303,8
11-9111,13-2051,1015.726,1
11-9111,13-2053,2133.3339,1
11-9111,15-1211,4597.8498,1
11-9111,15-1253,28531.261899999998,7
11-9111,15-2011,962.3851,1
11-9111,15-2031,5863.1719,1
11-9111,17-2199,1634.1288,1
11-9111,19-2099,9341.2031,2
11-9111,21-1092,3240.634,1
11-9111,21-1093,17969.7088,5
11-9111,21-2011,810.1318,1
11-9111,23-1011,11856.8748,4
11-9111,23-2011,3679.9609,1
11-9111,27-2012,1298.8678,1
11-9111,29-1011,8927.5665,2
11-9111,29-1031,4600.56,1
11-9111,29-1051,18759.124799999998,4
11-9111,29-1123,13916.2199,5
11-9111,29-1124,4742.0399,1
11-9111,29-1126,4261.451,1
11-9111,29-1127,2257.469,1
11-9111,29-1129,27236.4239,8
11-9111,29-1141,162859.3564,57
11-9111,29-1171,11287.6432,4
11-9111,29-1292,8588.3063,2
11-9111,29-2061,15131.1144,4
11-9111,31-1122,14112.131300000001,10
11-9111,31-9091,7546.204,3
11-9111,31-9092,23175.6199,7
11-9111,31-9094,3988.5507,1
11-9111,33-9093,4780.0241,1
11-9111,35-1011,1009.0687,1
11-9111,35-1012,3985.554,1
11-9111,35-2021,632.9615,1
11-9111,35-3031,7544.6249,2
11-9111,35-9011,8553.4394,1
11-9111,35-9031,5459.5218,2
11-9111,37-1011,5916.6713,1
11-9111,37-1012,4336.9714,1
11-9111,37-2012,5492.4703,1
11-9111,39-2021,7031.995999999999,2
11-9111,39-5012,2344.2897,1
11-9111,39-9011,8452.088,2
11-9111,41-1011,26704.9101,7
11-9111,41-1012,9803.3703,4
11-9111,41-2031,8801.6443,2
11-9111,41-3021,7121.5358,3
11-9111,41-3091,13162.674299999999,3
11-9111,43-1011,61254.183600000004,22
11-9111,43-3021,8382.7615,3
11-9111,43-3031,12257.681400000001,4
11-9111,43-3099,3241.2398,1
11-9111,43-4051,27570.6466,6
11-9111,43-4071,5205.8635,1
11-9111,43-4111,3246.9607,1
11-9111,43-4161,5145.4494,1
11-9111,43-4171,40270.9445,10
11-9111,43-5052,3284.8733,1
11-9111,43-9021,4151.7649,1
11-9111,43-9061,59175.4556,18
11-9111,43-9199,29934.5633,12
11-9111,45-2041,4030.509,1
11-9111,47-2061,8690.5206,3
11-9111,47-2181,3272.3995,1
11-9111,49-1011,3788.1752,1
11-9111,51-1011,8389.2087,2
11-9111,51-9061,1836.3557,2
11-9111,53-3011,3451.671,1
11-9111,53-7051,4464.7767,1
11-9111,53-7062,1535.0867,1
11-9111,53-7064,9494.9625,2
11-9111,53-7065,8302.5227,2
11-9121,11-1011,512.5845,1
11-9121,11-1021,466.7598,1
11-9121,11-3021,2616.9432,1
11-9121,11-9013,707.5885,1
11-9121,11-9021,2923.8166,1
11-9121,11-9111,5656.4613,1
11-9121,13-1111,4793.9946,1
11-9121,13-2031,486.8081,1
11-9121,19-2099,15584.605599999999,4
11-9121,31-9092,2539.0324,1
11-9121,43-1011,4676.4125,1
11-9121,43-4051,3159.5935,1
11-9121,43-4171,9185.206,2
11-9121,43-9061,449.0184,1
11-9121,43-9199,7295.667600000001,2
11-9141,11-1011,43582.4243,13
11-9141,11-1021,56932.7183,15
11-9141,11-3021,4067.12,1
11-9141,11-3031,30760.9916,10
11-9141,11-3051,541.9015,1
11-9141,11-3061,9215.6816,2
11-9141,11-9013,4786.7856,2
11-9141,11-9021,22611.0334,7
11-9141,11-9041,5081.893,1
11-9141,11-9051,13161.5681,4
11-9141,11-9081,629.7976,1
11-9141,11-9111,13317.6645,4
11-9141,11-9151,16638.9194,3
11-9141,13-1023,4751.5153,1
11-9141,13-1041,7649.2624,1
11-9141,13-1051,3900.4829,1
11-9141,13-1111,38014.6941,10
11-9141,13-1121,2342.1897,2
11-9141,13-1151,5034.325199999999,2
11-9141,13-1161,5214.6427,1
11-9141,13-1199,11764.4947,4
11-9141,13-2011,18248.098599999998,5
11-9141,13-2051,25751.597999999998,7
11-9141,13-2052,441.0847,1
11-9141,13-2082,8104.5646,2
11-9141,13-2099,5270.8811,1
11-9141,15-1211,10040.1678,2
11-9141,15-1244,7722.8768,2
11-9141,15-1253,8668.218,3
11-9141,17-2011,6553.2133,1
11-9141,17-2051,4050.0406,1
11-9141,17-2081,3000.1373,1
11-9141,17-2199,4212.3833,1
11-9141,19-2099,18827.4909,4
11-9141,21-1093,13737.9081,4
11-9141,21-2011,1432.75,1
11-9141,23-1011,9214.9182,3
11-9141,23-2011,7900.5653,1
11-9141,27-2012,3692.6367,1
11-9141,27-3041,4388.724,1
11-9141,27-3043,718.5181,1
11-9141,27-4021,4580.2551,1
11-9141,29-1127,4784.1698,1
11-9141,29-1129,703.0063,1
11-9141,29-1141,13911.0484,4
11-9141,29-1292,1040.8453,1
11-9141,29-2061,5195.7674,1
11-9141,29-2081,5211.0335000000005,2
11-9141,31-1122,12302.420900000001,5
11-9141,31-9011,4655.7366,1
11-9141,31-9092,4980.331,1
11-9141,33-2011,2414.4993,1
11-9141,33-3051,10949.120200000001,2
11-9141,35-2021,6921.8724999999995,2
11-9141,35-3031,8230.3546,2
11-9141,35-9011,1072.0571,1
11-9141,35-9031,485.2789,1
11-9141,37-1011,5972.1501,2
11-9141,37-1012,5202.7294,1
11-9141,37-2012,1875.7924,1
11-9141,39-2011,2240.4149,1
11-9141,39-2021,8054.3422,2
11-9141,39-5011,4931.331,1
11-9141,39-9011,6080.8055,1
11-9141,41-1011,23608.174,8
11-9141,41-1012,25698.311,9
11-9141,41-2021,2335.926,1
11-9141,41-2031,20461.3886,6
11-9141,41-3031,2197.1423,1
11-9141,41-3091,4786.7069,1
11-9141,41-9041,5656.6113,1
11-9141,43-1011,16806.2876,5
11-9141,43-3021,1536.8205,1
11-9141,43-3031,28129.945499999998,10
11-9141,43-4051,13064.7375,6
11-9141,43-4061,7053.9657,1
11-9141,43-4071,2265.6261,1
11-9141,43-4111,2089.0922,2
11-9141,43-4171,5965.9281,1
11-9141,43-4181,7591.6384,1
11-9141,43-5021,3464.5758,1
11-9141,43-5053,5897.7046,1
11-9141,43-5071,4146.2124,1
11-9141,43-9061,44830.8851,14
11-9141,43-9199,11562.3133,4
11-9141,47-1011,19325.4304,4
11-9141,47-2031,6622.8235,4
11-9141,47-2061,17228.7607,5
11-9141,47-2111,4649.1628,1
11-9141,47-2141,1036.1865,1
11-9141,47-2181,3555.4491,1
11-9141,47-4011,9121.5516,1
11-9141,49-1011,12038.2308,4
11-9141,49-2011,5215.8772,1
11-9141,49-9051,1105.2159,1
11-9141,49-9071,44903.8885,10
11-9141,51-3011,5249.287,1
11-9141,51-3092,4380.5398,1
11-9141,51-5113,4146.6042,1
11-9141,51-9061,1204.8043,1
11-9141,51-9151,3586.3344,1
11-9141,53-7061,502.1005,1
11-9141,53-7062,22768.266799999998,6
11-9141,53-7065,7154.877,1
11-9151,11-1011,41977.4356,13
11-9151,11-1021,13791.8413,3
11-9151,11-3021,1028.1774,2
11-9151,11-3031,10528.9818,3
11-9151,11-3121,5212.8481,3
11-9151,11-3131,434.9216,1
11-9151,11-9013,2279.1556,3
11-9151,11-9021,978.5795,1
11-9151,11-9051,6934.3493,4
11-9151,11-9081,7913.3355,2
11-9151,11-9111,47062.297699999996,15
11-9151,11-9141,25288.1113,6
11-9151,13-1011,3718.137,1
11-9151,13-1111,18720.1068,5
11-9151,13-1121,3665.5686,1
11-9151,13-1131,17775.8621,5
11-9151,13-1151,7479.9399,2
11-9151,13-1161,2206.6635,1
11-9151,13-1199,15692.4087,6
11-9151,13-2011,4453.541,2
11-9151,13-2052,10727.3204,3
11-9151,13-2053,2682.5994,1
11-9151,13-2099,555.2315,1
11-9151,15-1211,4394.3628,1
11-9151,15-1251,5018.1826,2
11-9151,15-2031,5195.9944000000005,3
11-9151,17-2199,835.8791,1
11-9151,21-1093,34294.3655,12
11-9151,21-2011,4640.7341,2
11-9151,21-2021,7645.593800000001,2
11-9151,23-1011,12590.854800000001,3
11-9151,23-2011,405.0703,1
11-9151,25-4022,321.7659,1
11-9151,29-1122,4301.5637,1
11-9151,29-1123,7156.4514,2
11-9151,29-1141,9079.4883,5
11-9151,31-1122,31711.4885,10
11-9151,31-9091,822.4557,1
11-9151,35-1012,4650.0697,1
11-9151,35-3011,4885.8278,1
11-9151,35-3031,7221.9791000000005,2
11-9151,35-9011,4500.9619,1
11-9151,35-9031,5290.4013,1
11-9151,39-5012,4549.9118,1
11-9151,39-9011,5771.3940999999995,2
11-9151,41-1011,25439.3249,5
11-9151,41-1012,10075.677599999999,2
11-9151,41-2031,5901.5964,2
11-9151,41-3021,2632.022,1
11-9151,41-3041,4490.6175,1
11-9151,41-9099,5202.8729,2
11-9151,43-1011,20718.5501,5
11-9151,43-3011,9638.5143,2
11-9151,43-3031,7610.5337,2
11-9151,43-4051,9668.2746,3
11-9151,43-4061,1805.4348,1
11-9151,43-4121,1545.6584,1
11-9151,43-4199,434.9803,1
11-9151,43-5021,4844.1405,1
11-9151,43-5052,4925.018,1
11-9151,43-9022,5521.7385,1
11-9151,43-9061,19540.7913,7
11-9151,43-9199,36439.5397,11
11-9151,47-2031,4665.3075,1
11-9151,47-2141,3798.0932,1
11-9151,49-1011,7332.43,2
11-9151,49-3011,711.0753,1
11-9151,49-9021,6990.8295,1
11-9151,51-1011,4384.1417,1
11-9151,51-5111,4445.8239,1
11-9161,13-1081,3330.9551,1
11-9161,33-3051,3079.8321,1
11-9161,41-9099,3649.9092,1
11-9161,43-1011,4540.3785,1
11-9161,43-5061,764.6531,1
13-1011,11-1011,2862.0284,1
13-1011,11-1021,4356.1788,1
13-1011,11-9021,5905.7429,1
13-1011,11-9051,8747.8956,2
13-1011,11-9111,3191.8688,1
13-1011,11-9141,4167.0707,1
13-1011,11-9151,3932.9076,1
13-1011,13-1022,4351.564,1
13-1011,13-1081,6722.6782,1
13-1011,13-1111,4588.971299999999,2
13-1011,13-1121,10510.4663,3
13-1011,13-2011,617.6878,1
13-1011,23-1012,2205.6072,1
13-1011,35-3041,5681.7798,1
13-1011,35-9031,3446.8554,1
13-1011,41-3031,16833.036,4
13-1011,41-3041,7467.5484,1
13-1011,43-1011,4156.6068,1
13-1011,43-3031,3454.6177,1
13-1011,43-4181,2203.1514,1
13-1011,53-7064,1477.9317,1
13-1021,11-3061,1402.0984,1
13-1021,11-9013,5002.8401,1
13-1021,13-1023,8119.6589,2
13-1021,41-1012,968.0933,1
13-1021,43-3021,2111.6729,1
13-1021,47-2031,2474.2818,1
13-1021,53-7021,3060.5713,1
13-1021,53-7062,2942.4438,3
13-1022,11-1011,8628.1174,2
13-1022,11-1021,17573.6366,4
13-1022,11-3051,11243.354599999999,2
13-1022,11-3061,10299.3379,3
13-1022,13-1023,28759.1986,9
13-1022,13-1081,1056.42,1
13-1022,13-1111,1047.9089,1
13-1022,13-1131,621.9929,1
13-1022,13-1161,5308.5801,1
13-1022,13-2011,3586.0087,1
13-1022,13-2052,4882.4509,1
13-1022,15-1211,4667.6879,1
13-1022,15-1253,7120.3747,2
13-1022,25-4022,6415.2166,1
13-1022,27-2011,4008.47,1
13-1022,29-1141,5376.5387,1
13-1022,35-1011,2279.9084,1
13-1022,35-3011,3123.9495,1
13-1022,37-1012,2471.3488,1
13-1022,39-2021,4602.538,1
13-1022,39-9011,1837.782,1
13-1022,41-1011,53327.9905,14
13-1022,41-1012,2467.0364,1
13-1022,41-2031,84347.9221,19
13-1022,41-3011,2083.148,1
13-1022,41-3021,4701.2611,1
13-1022,41-3031,4927.1992,1
13-1022,41-3091,8864.7295,2
13-1022,43-1011,1044.2966,1
13-1022,43-3021,1970.5525,1
13-1022,43-3031,4373.7689,1
13-1022,43-4051,3267.5548,1
13-1022,43-4111,9337.0085,2
13-1022,43-4151,8688.9167,2
13-1022,43-4171,4422.1153,1
13-1022,43-4199,1656.5569,1
13-1022,43-5021,7575.1494,2
13-1022,43-5071,8474.941299999999,2
13-1022,43-9022,1150.7466,1
13-1022,43-9061,4542.0021,1
13-1022,45-1011,379.4365,1
13-1022,47-2061,8835.499899999999,4
13-1022,51-1011,4035.8075,1
13-1022,51-5113,3969.116,1
13-1022,53-7062,12830.6944,2
13-1022,53-7064,4594.5767,1
13-1022,53-7065,21068.9963,8
13-1023,11-1011,6951.1627,2
13-1023,11-3031,4732.7585,1
13-1023,11-3061,55967.865900000004,15
13-1023,11-3071,3567.6628,1
13-1023,11-9021,9882.713600000001,2
13-1023,11-9051,1956.3808,1
13-1023,11-9111,2127.4536,1
13-1023,11-9141,7217.0965,3
13-1023,13-1022,42981.9382,12
13-1023,13-1041,10951.7887,2
13-1023,13-1081,3465.9296,3
13-1023,13-1111,3886.9576,3
13-1023,13-1151,4648.5141,1
13-1023,13-1199,8739.7474,2
13-1023,13-2011,11558.0599,3
13-1023,13-2031,5052.095,1
13-1023,15-1211,11964.7763,3
13-1023,17-2011,3661.9421,1
13-1023,17-2131,1315.2,1
13-1023,17-2141,5035.8259,1
13-1023,25-4031,434.9271,1
13-1023,27-3043,904.3496,1
13-1023,29-1051,4733.3894,1
13-1023,29-1141,3475.9934999999996,2
13-1023,29-1292,3170.9775,1
13-1023,31-1122,8181.2627,1
13-1023,35-3011,6449.2779,1
13-1023,35-3031,4898.4025,1
13-1023,37-2012,6525.0307,1
13-1023,41-1011,8458.5962,2
13-1023,41-1012,2879.1339,1
13-1023,41-2021,5439.3138,1
13-1023,41-2031,13107.0445,6
13-1023,41-3031,4927.2097,1
13-1023,41-3091,5836.974200000001,2
13-1023,41-9099,6832.9492,2
13-1023,43-1011,14745.8733,4
13-1023,43-3011,3489.1511,1
13-1023,43-3021,5208.7328,1
13-1023,43-3031,6366.6829,2
13-1023,43-3061,47526.878899999996,13
13-1023,43-4031,5135.3927,1
13-1023,43-4051,13756.917300000001,2
13-1023,43-4171,4103.4184,1
13-1023,43-5021,3830.1353,1
13-1023,43-5071,20772.199800000002,5
13-1023,43-9021,2124.0734,1
13-1023,43-9061,11793.7239,3
13-1023,43-9199,7966.644899999999,2
13-1023,47-2061,5634.207399999999,2
13-1023,47-2111,2304.3147,1
13-1023,49-3023,2762.276,1
13-1023,51-1011,4005.6441,3
13-1023,51-9111,3752.86,1
13-1023,53-7062,12954.2227,3
13-1023,53-7065,8948.4091,3
13-1041,11-1011,5265.132,2
13-1041,11-1021,4573.2376,2
13-1041,11-3021,10163.1371,3
13-1041,11-3031,2688.6555,1
13-1041,11-3121,686.3971,1
13-1041,11-9013,3034.5509,3
13-1041,11-9021,479.8072,1
13-1041,11-9111,5624.0489,2
13-1041,11-9141,5478.3626,1
13-1041,11-9151,15892.304,3
13-1041,13-1111,20840.5281,5
13-1041,13-1199,5574.9401,1
13-1041,13-2011,28578.6664,7
13-1041,13-2051,5666.905000000001,2
13-1041,13-2061,4652.0399,1
13-1041,13-2099,2582.9527,1
13-1041,15-1211,1261.1859,1
13-1041,15-1244,4218.8348,1
13-1041,15-1251,3489.2197,1
13-1041,15-1253,13052.1715,3
